Readings,temperature,pressure,VRS01,VRR12,VRR22,VRR23,VRR33,VRS03,VRN13,VRS21,VRN16,VRN26,VRR43,VRS31,VRR21,VRR34,VRR11,VRR47,VRN21,VRI02,VRI01,VRR32,VRR41,VRS11,VRN24,VRN12,VRN23,VRN15,VRS12,VRS04,VRN11,VRR44,VRS22,VRR42,VRS02,VRR31,VRR24,VRS41,VRN27,VRR13,VRN14,VRR37,VRS32,VRS42,VRI03,VRN17,VRN22,VRN25,VRR17,VRR14,VRR27,Pred
42,174.2727761,2.681715,0.034082443,0.19240686,0.05921019,0.052022446,0.112309677,0.047147186,10.04768704,0.231101334,62.79723694,-45.12055232,-229.2260458,0.250460129,0.11235022,-330.9173585,0.008359848,-275.5649516,21.11550345,0.00300061,1.773241684,-0.017111877,-248.8342243,0.230438599,-27.96277338,69.41691945,58.15953816,44.01418436,0.243645172,0.074909454,17.56968953,-361.7467504,0.231852524,-255.6411918,0.07951416,-0.000672363,0.051155853,0.192283401,18.24702644,0.031540375,-13.05006889,-0.027285431,0.187990265,0.141424911,0.004995102,26.50341391,29.28027321,7.104863861,0.185343353,0.022583542,-0.019340179,0
43,176.9698889,2.817638852,0.034109177,0.192404663,0.059122955,0.051759995,0.112176285,0.04720517,10.04768704,0.23118071,62.79723694,-45.12055232,-251.4166143,0.250566589,0.112439011,-311.9355304,0.008816559,-246.1560325,21.11550345,0.003000504,1.772602448,-0.017195129,-256.9043049,0.230720901,-27.96277338,69.41691945,58.15953816,44.01418436,0.243806015,0.074975815,17.56968953,-323.5232692,0.232229721,-234.0566066,0.079543777,-0.00149501,0.050618256,0.192181641,18.24702644,0.032247162,-13.05006889,-0.027285431,0.187981018,0.141316589,0.0049953,26.50341391,29.28027321,7.104863861,0.185454178,0.022374451,-0.019439636,0
44,182.0133444,3.091908667,0.034071487,0.19238942,0.059131577,0.05159845,0.112279922,0.047253204,10.04768704,0.231265335,62.79723694,-45.12055232,-229.9962605,0.250676895,0.112510437,-330.9843423,0.009190765,-274.2445132,21.11550345,0.003000793,1.772177734,-0.016884995,-247.8583792,0.230764587,-27.96277338,69.41691945,58.15953816,44.01418436,0.24387262,0.074991455,17.56968953,-359.2787717,0.232292831,-254.083686,0.079535492,-0.000820114,0.050623322,0.192216736,18.24702644,0.032559799,-13.05006889,-0.027285431,0.188026077,0.141275757,0.004995605,26.50341391,29.28027321,7.104863861,0.185334259,0.022513397,-0.019462433,0
45,187.5045978,3.392474915,0.034041138,0.192117477,0.058434814,0.051240433,0.112210999,0.047298203,10.04768704,0.231228165,62.79723694,-45.12055232,-251.3523155,0.250705261,0.112276108,-312.1815234,0.009599533,-247.9938121,21.11550345,0.003001175,1.771845184,-0.016763214,-257.949246,0.23049176,-27.96277338,69.41691945,58.15953816,44.01418436,0.243717407,0.075035522,17.56968953,-324.4469257,0.232714172,-236.8005328,0.079485504,-0.001401978,0.05031665,0.192134308,18.24702644,0.032483414,-13.05006889,-0.027285431,0.187942734,0.141290466,0.004995483,26.50341391,29.28027321,7.104863861,0.185370712,0.022301651,-0.01982341,0
46,192.7783956,3.771253934,0.034043625,0.191908005,0.058069733,0.050900742,0.112222061,0.047300385,10.04768704,0.231323334,62.79723694,-45.12055232,-229.373506,0.250923599,0.112008331,-329.554862,0.0095242,-274.2561699,21.11550345,0.003001099,1.771666122,-0.01653801,-247.2624583,0.230654633,-27.96277338,69.41691945,58.15953816,44.01418436,0.243848877,0.075047089,17.56968953,-358.1552951,0.232898468,-253.3600124,0.079491623,-0.00081337,0.049898712,0.192122345,18.24702644,0.032316162,-13.05006889,-0.027285431,0.188000229,0.141282959,0.004995575,26.50341391,29.28027321,7.104863861,0.185401718,0.022382492,-0.020151199,0
47,197.7988222,4.058797833,0.034045212,0.192020035,0.058235779,0.051190933,0.112577652,0.047309235,10.04768704,0.23132312,62.79723694,-45.12055232,-252.383759,0.250973404,0.112312149,-312.8294421,0.009588333,-248.2774757,21.11550345,0.003000961,1.771741516,-0.016408234,-258.4850283,0.230650558,-27.96277338,69.41691945,58.15953816,44.01418436,0.243719757,0.07503772,17.56968953,-326.3150713,0.232757141,-236.4511236,0.07949881,7.73E-05,0.049898346,0.192264969,18.24702644,0.032570404,-13.05006889,-0.027285431,0.18806282,0.141229385,0.004995575,26.50341391,29.28027321,7.104863861,0.185646179,0.022468491,-0.019990173,0
48,202.5638391,4.3448935,0.034001022,0.192221741,0.058251221,0.051118347,0.112321106,0.047385025,10.04768704,0.231354706,62.79723694,-45.12055232,-229.1991204,0.251313278,0.112390991,-329.5699166,0.009788467,-273.7008193,21.11550345,0.003001053,1.771185562,-0.015991364,-247.2484671,0.230740433,-27.96277338,69.41691945,58.15953816,44.01418436,0.243933151,0.075080917,17.56968953,-356.5011076,0.23294545,-252.5970571,0.079492828,-0.000855255,0.050007401,0.192173981,18.24702644,0.032866379,-13.05006889,-0.027285431,0.187999619,0.141222198,0.004995834,26.50341391,29.28027321,7.104863861,0.185661682,0.022643478,-0.020118729,0
49,207.0603563,4.745317419,0.034000198,0.192101196,0.057958435,0.050947311,0.112339966,0.047361847,10.04768704,0.231320221,62.79723694,-45.12055232,-252.101971,0.250954498,0.112122818,-313.6736981,0.009795563,-247.5714343,21.11550345,0.003001053,1.771108292,-0.015972458,-257.4830974,0.230662384,-27.96277338,69.41691945,58.15953816,44.01418436,0.243788956,0.075063736,17.56968953,-327.8900556,0.232731674,-238.1305696,0.079445496,-0.000865875,0.050066025,0.192355209,18.24702644,0.032975464,-13.05006889,-0.027285431,0.187877533,0.141181686,0.004995758,26.50341391,29.28027321,7.104863861,0.185655838,0.022601059,-0.020213425,0
50,211.299131,5.236602586,0.033988907,0.19214653,0.058057373,0.05121196,0.112563858,0.047319778,10.04768704,0.231446671,62.79723694,-45.12055232,-228.6295339,0.250727646,0.112063141,-327.7242435,0.00983812,-272.5293969,21.11550345,0.003001068,1.770492905,-0.016126648,-248.4854458,0.230555908,-27.96277338,69.41691945,58.15953816,44.01418436,0.243605576,0.075024521,17.56968953,-355.3455406,0.232779495,-250.7834687,0.079456131,-0.001148087,0.050257538,0.192259308,18.24702644,0.033188004,-13.05006889,-0.027285431,0.187849442,0.141176956,0.004995514,26.50341391,29.28027321,7.104863861,0.18569194,0.022786758,-0.020055984,0
51,214.9414578,5.536372982,0.034003738,0.191981674,0.058160187,0.051027283,0.112450546,0.047318085,10.04768704,0.231216782,62.79723694,-45.12055232,-252.3965837,0.250931595,0.111916824,-314.6027588,0.009710464,-249.7451075,21.11550345,0.003001007,1.770409241,-0.015981873,-257.4592147,0.23066951,-27.96277338,69.41691945,58.15953816,44.01418436,0.243750137,0.075032974,17.56968953,-328.7479088,0.233162689,-239.3352725,0.079430191,-0.001398224,0.050022919,0.192321136,18.24702644,0.03261087,-13.05006889,-0.027285431,0.187962433,0.141159515,0.004995667,26.50341391,29.28027321,7.104863861,0.185510956,0.022775055,-0.020094421,0
52,218.5434231,5.871678036,0.03394899,0.192164444,0.058296585,0.050935318,0.11243718,0.047378006,10.04768704,0.231267319,62.79723694,-45.12055232,-229.2294389,0.251032196,0.112362427,-327.8203429,0.009916214,-271.9246065,21.11550345,0.003001083,1.769406708,-0.015837906,-247.2831316,0.230670135,-27.96277338,69.41691945,58.15953816,44.01418436,0.243531067,0.075062973,17.56968953,-354.6111061,0.233247162,-250.0836796,0.07945607,-0.001977783,0.05001622,0.192306503,18.24702644,0.033077774,-13.05006889,-0.027285431,0.187803696,0.141105469,0.004996109,26.50341391,29.28027321,7.104863861,0.185768738,0.022720917,-0.020220688,0
53,220.4303276,6.133157414,0.033947052,0.192248871,0.058231476,0.05120462,0.11265567,0.047394333,10.04768704,0.231384949,62.79723694,-45.12055232,-252.258595,0.250836578,0.112342453,-315.1301336,0.010121384,-251.1139304,21.11550345,0.00300174,1.769305679,-0.015620743,-258.5139678,0.230992676,-27.96277338,69.41691945,58.15953816,44.01418436,0.243572357,0.075096085,17.56968953,-329.7923721,0.233026123,-240.3182303,0.079410461,-0.000544846,0.050112015,0.192138397,18.24702644,0.033222809,-13.05006889,-0.027285431,0.187782608,0.141102051,0.004995926,26.50341391,29.28027321,7.104863861,0.185950531,0.022960831,-0.020402954,0
54,219.5512903,5.988224667,0.033961914,0.19239032,0.058403015,0.05124028,0.112894165,0.047407608,10.04768704,0.231358307,62.79723694,-45.12055232,-229.6400274,0.251271317,0.112496887,-327.1023491,0.010491425,-270.0371391,21.11550345,0.00300148,1.76924852,-0.015124802,-246.7675173,0.230553192,-27.96277338,69.41691945,58.15953816,44.01418436,0.243905426,0.075087662,17.56968953,-353.4799578,0.233392914,-248.9048996,0.079400299,-0.000773331,0.05018132,0.192118118,18.24702644,0.033358337,-13.05006889,-0.027285431,0.187678101,0.141058578,0.004995743,26.50341391,29.28027321,7.104863861,0.185980988,0.022894699,-0.020207489,0
55,217.9118438,5.872731034,0.033970459,0.192264145,0.058309326,0.051145737,0.112636765,0.047416168,10.04768704,0.231447845,62.79723694,-45.12055232,-251.3985507,0.251116623,0.1122742,-315.298205,0.010540939,-252.2117047,21.11550345,0.003001389,1.769919952,-0.015395569,-258.5037998,0.230669357,-27.96277338,69.41691945,58.15953816,44.01418436,0.243612473,0.075106384,17.56968953,-330.3302761,0.233180923,-241.0332429,0.079417892,-0.001038483,0.049974533,0.192353622,18.24702644,0.033051285,-13.05006889,-0.027285431,0.187880356,0.141126083,0.004996262,26.50341391,29.28027321,7.104863861,0.185923386,0.022993713,-0.020338669,0
56,212.7415118,5.659904839,0.033988449,0.192018433,0.058279465,0.051115204,0.112832504,0.047428253,10.04768704,0.2313806,62.79723694,-45.12055232,-229.7429147,0.251265045,0.112044922,-327.7616223,0.010526474,-269.3323324,21.11550345,0.003001755,1.770278625,-0.015645889,-246.1883067,0.23066127,-27.96277338,69.41691945,58.15953816,44.01418436,0.243719604,0.075127213,17.56968953,-352.3861601,0.233277267,-248.485246,0.079439087,-0.000730301,0.049946472,0.192257782,18.24702644,0.032962341,-13.05006889,-0.027285431,0.187856735,0.141155365,0.004996445,26.50341391,29.28027321,7.104863861,0.185748291,0.022837601,-0.020265717,0
57,205.7489011,4.91882873,0.033985077,0.192149643,0.058200806,0.050931427,0.113129486,0.047493698,10.04768704,0.231515381,62.79723694,-45.12055232,-251.3024334,0.251203201,0.112382278,-314.346939,0.010840942,-252.932578,21.11550345,0.003002136,1.769059189,-0.01497261,-258.664022,0.230888885,-27.96277338,69.41691945,58.15953816,44.01418436,0.243662735,0.075142334,17.56968953,-331.8565659,0.233547028,-242.1237883,0.079399918,-0.000974274,0.049837494,0.192076721,18.24702644,0.033194763,-13.05006889,-0.027285431,0.187792557,0.141057953,0.004996307,26.50341391,29.28027321,7.104863861,0.185925552,0.022989349,-0.020390945,0
58,208.9715352,4.983604746,0.033966217,0.192191742,0.058316818,0.050904114,0.11334285,0.047520905,10.04768704,0.231626694,62.79723694,-45.12055232,-230.4266096,0.251383972,0.112628922,-327.3636949,0.011156281,-269.0417504,21.11550345,0.003002731,1.768788467,-0.014641785,-247.4173737,0.230853119,-27.96277338,69.41691945,58.15953816,44.01418436,0.243455276,0.075176102,17.56968953,-351.2680811,0.233767471,-248.2822425,0.079604202,-0.000711838,0.049597534,0.192238144,18.24702644,0.033342499,-13.05006889,-0.027285431,0.187684845,0.141043106,0.004996384,26.50341391,29.28027321,7.104863861,0.186053925,0.022999741,-0.020220306,0
59,213.1225773,4.989932545,0.033957993,0.192125641,0.058032242,0.050633423,0.113227356,0.047532776,10.04768704,0.23147583,62.79723694,-45.12055232,-250.8216925,0.251470276,0.112442154,-315.4246777,0.011063278,-253.2612705,21.11550345,0.003002487,1.768413895,-0.014410065,-256.8394957,0.230907043,-27.96277338,69.41691945,58.15953816,44.01418436,0.243697388,0.075197464,17.56968953,-332.4919923,0.233757446,-241.6025891,0.079396301,-0.001243317,0.049562714,0.192140259,18.24702644,0.03360231,-13.05006889,-0.027285431,0.187677017,0.141076233,0.004996826,26.50341391,29.28027321,7.104863861,0.185814941,0.022852219,-0.020556488,0
60,218.0940674,5.085953443,0.033964096,0.192095032,0.057920135,0.050716385,0.113209763,0.047618927,10.04768704,0.231735931,62.79723694,-45.12055232,-230.996541,0.251475815,0.112245743,-327.4201002,0.010940079,-268.285766,21.11550345,0.003002426,1.768986603,-0.014515518,-247.4605292,0.230922729,-27.96277338,69.41691945,58.15953816,44.01418436,0.243748444,0.075191437,17.56968953,-349.8968796,0.233603241,-248.2358308,0.079392197,-0.000946136,0.049441589,0.192303253,18.24702644,0.033585907,-13.05006889,-0.027285431,0.18785141,0.141066696,0.004996674,26.50341391,29.28027321,7.104863861,0.185879272,0.023133896,-0.020797974,1
61,222.1642222,6.068516935,0.033970505,0.19180867,0.057707092,0.050670624,0.112887787,0.047520813,10.04768704,0.231566986,62.79723694,-45.12055232,-250.3046772,0.251440552,0.111906509,-315.8168054,0.01066188,-253.9160835,21.11550345,0.003002365,1.768924408,-0.014850433,-258.7987619,0.230797485,-27.96277338,69.41691945,58.15953816,44.01418436,0.243550705,0.075205582,17.56968953,-333.4479794,0.233797958,-243.0921319,0.079404587,-0.000618362,0.049289566,0.192306259,18.24702644,0.033284027,-13.05006889,-0.027285431,0.187770203,0.141128418,0.004996399,26.50341391,29.28027321,7.104863861,0.185773895,0.022670486,-0.020823456,0
62,226.1033133,6.525038525,0.033914719,0.192043274,0.057895096,0.050756531,0.113166504,0.047512192,10.04768704,0.231514648,62.79723694,-45.12055232,-231.3575759,0.251448929,0.112111877,-325.9138393,0.010840027,-267.9133595,21.11550345,0.003001541,1.768971909,-0.014504974,-246.691612,0.231039429,-27.96277338,69.41691945,58.15953816,44.01418436,0.243576401,0.07518219,17.56968953,-349.3458071,0.233615219,-246.0406715,0.079376358,-0.000431335,0.049729279,0.192018967,18.24702644,0.033512253,-13.05006889,-0.027285431,0.187686829,0.141037918,0.004996414,26.50341391,29.28027321,7.104863861,0.185728668,0.022956314,-0.020665237,0
63,230.4260795,6.953001587,0.033935074,0.192038101,0.057989243,0.050598221,0.113167099,0.047523514,10.04768704,0.231492096,62.79723694,-45.12055232,-249.1272816,0.251543259,0.112519989,-317.063,0.010784225,-254.2735031,21.11550345,0.003002151,1.768806992,-0.014341522,-258.1516485,0.230801895,-27.96277338,69.41691945,58.15953816,44.01418436,0.243529465,0.075186523,17.56968953,-333.4170148,0.233789825,-244.7081333,0.079384552,-0.001162476,0.049657104,0.192262817,18.24702644,0.033347504,-13.05006889,-0.027285431,0.187828476,0.140996567,0.004996201,26.50341391,29.28027321,7.104863861,0.185747421,0.022864517,-0.020660767,0
64,234.5322209,7.383838167,0.033947495,0.192090836,0.058137695,0.050791443,0.113042755,0.047551926,10.04768704,0.231809692,62.79723694,-45.12055232,-231.9644774,0.251618668,0.112536377,-325.4189204,0.010808685,-267.5512974,21.11550345,0.003002075,1.769027771,-0.014495865,-247.4383696,0.230899597,-27.96277338,69.41691945,58.15953816,44.01418436,0.24371991,0.075209,17.56968953,-350.3886124,0.233930603,-244.8504211,0.07938858,-0.000513443,0.049613953,0.192346024,18.24702644,0.033732452,-13.05006889,-0.027285431,0.187832733,0.141009735,0.004997147,26.50341391,29.28027321,7.104863861,0.185839035,0.022825607,-0.02054071,0
65,238.3655513,7.810522459,0.033907364,0.192108826,0.058157547,0.050685699,0.112770813,0.047484131,10.04768704,0.231746704,62.79723694,-45.12055232,-250.0683805,0.251626511,0.112320816,-317.5132821,0.010637939,-254.5007565,21.11550345,0.003001877,1.768955231,-0.014984131,-257.9557928,0.230908737,-27.96277338,69.41691945,58.15953816,44.01418436,0.243825256,0.075165131,17.56968953,-333.7946431,0.233605316,-246.3663682,0.079381958,-0.001536453,0.049761932,0.192230499,18.24702644,0.033505829,-13.05006889,-0.027285431,0.187739975,0.1409841,0.004996262,26.50341391,29.28027321,7.104863861,0.185571121,0.022827682,-0.020672333,0
66,242.098975,8.123198852,0.03395195,0.192219116,0.057878891,0.050882446,0.112731979,0.047432968,10.04768704,0.231383698,62.79723694,-45.12055232,-231.4911037,0.25115271,0.112017731,-324.9837878,0.010514893,-267.5242656,21.11550345,0.003001862,1.76956813,-0.015460159,-247.8903453,0.230970032,-27.96277338,69.41691945,58.15953816,44.01418436,0.243648148,0.075142273,17.56968953,-349.6033574,0.233471893,-243.4289559,0.079393143,-0.000670547,0.04981987,0.192308548,18.24702644,0.033176193,-13.05006889,-0.027285431,0.187766022,0.141044617,0.004996521,26.50341391,29.28027321,7.104863861,0.185443893,0.022710281,-0.020813965,0
67,245.4800933,8.542752951,0.033948975,0.19192157,0.057975494,0.050757401,0.112745102,0.047411331,10.04768704,0.231498322,62.79723694,-45.12055232,-248.8105819,0.25125618,0.111940247,-318.0418156,0.010311401,-254.9813176,21.11550345,0.003001389,1.769476913,-0.015618225,-257.0266502,0.231006668,-27.96277338,69.41691945,58.15953816,44.01418436,0.243590332,0.075132538,17.56968953,-334.1522295,0.233461868,-246.3154736,0.079382217,-0.000809448,0.049736435,0.192136215,18.24702644,0.032649231,-13.05006889,-0.027285431,0.187664825,0.141024017,0.004996185,26.50341391,29.28027321,7.104863861,0.185470505,0.023039047,-0.020784073,1
68,248.6546234,8.932120167,0.033911819,0.191975098,0.05836174,0.050877792,0.112727081,0.04747258,10.04768704,0.231563873,62.79723694,-45.12055232,-233.2174055,0.251096237,0.112353882,-324.2314955,0.010663422,-265.9531564,21.11550345,0.003001663,1.769115005,-0.01506192,-248.5417862,0.230918213,-27.96277338,69.41691945,58.15953816,44.01418436,0.243607925,0.075172684,17.56968953,-349.966769,0.23391188,-243.0300263,0.079383041,0.00056723,0.049920334,0.192031921,18.24702644,0.033309311,-13.05006889,-0.027285431,0.187702377,0.141023331,0.004995987,26.50341391,29.28027321,7.104863861,0.185636551,0.022788315,-0.020195724,0
69,251.6613026,9.285768814,0.033882782,0.192044403,0.058089859,0.050691071,0.113390991,0.047588821,10.04768704,0.231753204,62.79723694,-45.12055232,-246.7429027,0.251524155,0.112574112,-319.2765691,0.011269958,-256.0345821,21.11550345,0.003002304,1.768515182,-0.013951538,-255.8858825,0.230891312,-27.96277338,69.41691945,58.15953816,44.01418436,0.243588623,0.075258408,17.56968953,-334.2633647,0.23458931,-245.8718832,0.079373291,0.001879913,0.049599564,0.192234299,18.24702644,0.033439606,-13.05006889,-0.027285431,0.187625397,0.140968552,0.004995956,26.50341391,29.28027321,7.104863861,0.185912323,0.022911835,-0.020584305,0
70,254.4756143,9.630411833,0.033892822,0.191896057,0.057809967,0.050409805,0.113312698,0.047543625,10.04768704,0.231682449,62.79723694,-45.12055232,-234.1748269,0.251422226,0.112409531,-323.3856456,0.011349655,-265.14838,21.11550345,0.003002167,1.768167389,-0.014330276,-249.1596453,0.230932343,-27.96277338,69.41691945,58.15953816,44.01418436,0.243602417,0.075227631,17.56968953,-350.175045,0.234096527,-243.6130329,0.079378189,0.000805893,0.049422058,0.19225705,18.24702644,0.033402054,-13.05006889,-0.027285431,0.18757164,0.140864655,0.00499675,26.50341391,29.28027321,7.104863861,0.185814957,0.022694519,-0.020928452,0
71,256.4546909,9.844535932,0.033951675,0.191876755,0.057774506,0.05052417,0.113367554,0.047551895,10.04768704,0.231742538,62.79723694,-45.12055232,-247.2577193,0.251476639,0.112313522,-319.549405,0.011258133,-256.9399342,21.11550345,0.003002243,1.769245392,-0.014553894,-256.3809162,0.231084976,-27.96277338,69.41691945,58.15953816,44.01418436,0.243830124,0.075238312,17.56968953,-334.203652,0.23394725,-247.0776629,0.079409302,0.00141803,0.049400848,0.192400558,18.24702644,0.033520584,-13.05006889,-0.027285431,0.187780289,0.140987381,0.004996902,26.50341391,29.28027321,7.104863861,0.185769653,0.022912384,-0.020934509,0
72,256.7266444,9.909863818,0.033954163,0.1917939,0.057774124,0.050553467,0.113235275,0.047521225,10.04768704,0.23178302,62.79723694,-45.12055232,-234.4575808,0.251409195,0.112161728,-322.0842142,0.011060165,-265.1138295,21.11550345,0.003001953,1.768916443,-0.014324265,-249.330607,0.231107819,-27.96277338,69.41691945,58.15953816,44.01418436,0.243816437,0.075208191,17.56968953,-348.3367157,0.234110825,-242.7347883,0.079405472,0.000638168,0.049459732,0.192138687,18.24702644,0.033494934,-13.05006889,-0.027285431,0.187764786,0.140980942,0.004996445,26.50341391,29.28027321,7.104863861,0.185562729,0.022874069,-0.020874939,0
73,256.38972,9.824975862,0.033940938,0.191852503,0.05798024,0.050632055,0.113044271,0.047507991,10.04768704,0.231701441,62.79723694,-45.12055232,-242.987019,0.251400909,0.112220083,-320.6644673,0.010999095,-258.9633166,21.11550345,0.003002101,1.768860123,-0.014563477,-254.7239531,0.231032633,-27.96277338,69.41691945,58.15953816,44.01418436,0.243649155,0.075247147,17.56968953,-339.8023304,0.233794449,-244.7460255,0.079391103,0.000702972,0.049484339,0.192197479,18.24702644,0.03333845,-13.05006889,-0.027285431,0.187656743,0.141039017,0.004996643,26.50341391,29.28027321,7.104863861,0.185612478,0.022844228,-0.020750397,0
74,256.309551,9.820051207,0.033921555,0.191892532,0.058010437,0.050556381,0.11282695,0.047512527,10.04768704,0.231653122,62.79723694,-45.12055232,-230.1031773,0.251009003,0.112401566,-327.8726362,0.010811707,-268.9172812,21.11550345,0.003001938,1.768408173,-0.01470491,-246.8555071,0.230830154,-27.96277338,69.41691945,58.15953816,44.01418436,0.243683441,0.075225586,17.56968953,-351.3797477,0.233881302,-247.565403,0.079380157,0.001527451,0.049507645,0.192169571,18.24702644,0.03320166,-13.05006889,-0.027285431,0.187658127,0.140966202,0.004996201,26.50341391,29.28027321,7.104863861,0.185586441,0.022904312,-0.020894867,0
75,256.6176667,9.80828,0.033949417,0.19196965,0.058413879,0.050621078,0.113114059,0.047524551,10.04768704,0.231558823,62.79723694,-45.12055232,-246.1734273,0.251347946,0.11234729,-321.1203188,0.010963318,-256.9452565,21.11550345,0.003001907,1.768687454,-0.014513794,-257.6296143,0.23106369,-27.96277338,69.41691945,58.15953816,44.01418436,0.243617966,0.07524054,17.56968953,-336.3449607,0.233868484,-248.1315727,0.07937291,0.000869202,0.049774857,0.192365097,18.24702644,0.033418991,-13.05006889,-0.027285431,0.187696564,0.141004868,0.004996613,26.50341391,29.28027321,7.104863861,0.185598511,0.022736359,-0.020468536,0
76,256.9039783,9.80608386,0.033966339,0.192065643,0.058251343,0.050930634,0.112758316,0.047487213,10.04768704,0.231525192,62.79723694,-45.12055232,-235.4853532,0.251320206,0.112116135,-321.9234247,0.010693909,-264.5592287,21.11550345,0.003001862,1.769592133,-0.015091919,-248.0050005,0.23109375,-27.96277338,69.41691945,58.15953816,44.01418436,0.243497757,0.075180969,17.56968953,-347.0026007,0.233656448,-241.6674437,0.079382645,0.000731674,0.049999527,0.192013275,18.24702644,0.033429932,-13.05006889,-0.027285431,0.187733093,0.141017181,0.004996033,26.50341391,29.28027321,7.104863861,0.185790573,0.023009064,-0.020527649,1
77,257.1325833,9.816702679,0.033957535,0.191993317,0.058035828,0.050593842,0.113080353,0.047510712,10.04768704,0.231521744,62.79723694,-45.12055232,-244.0413888,0.251354431,0.112130554,-322.2521535,0.0111483,-258.1110968,21.11550345,0.00300209,1.768221252,-0.014284241,-258.1151035,0.230794128,-27.96277338,69.41691945,58.15953816,44.01418436,0.243683823,0.075181366,17.56968953,-337.174385,0.23393129,-249.0220134,0.079373611,0.000821762,0.049557648,0.192109665,18.24702644,0.033606979,-13.05006889,-0.027285431,0.187589172,0.140900085,0.004996475,26.50341391,29.28027321,7.104863861,0.1858246,0.023063995,-0.020883835,1
78,257.3465897,9.798597368,0.03395433,0.192093155,0.057890289,0.050756378,0.112918182,0.04746846,10.04768704,0.231414581,62.79723694,-45.12055232,-236.9279801,0.251234192,0.112081284,-319.8487302,0.010834442,-263.6293499,21.11550345,0.003001556,1.768943176,-0.014624359,-247.0741841,0.230856476,-27.96277338,69.41691945,58.15953816,44.01418436,0.243565887,0.075166595,17.56968953,-345.5413416,0.233988419,-240.9038594,0.07937381,0.000604279,0.049771713,0.19242009,18.24702644,0.033359741,-13.05006889,-0.027285431,0.187749634,0.140992188,0.00499588,26.50341391,29.28027321,7.104863861,0.185799698,0.022932053,-0.020652939,0
79,257.6443148,9.845411333,0.033945923,0.191980225,0.057661957,0.0509245,0.112618271,0.04744751,10.04768704,0.231535919,62.79723694,-45.12055232,-244.1357421,0.251410126,0.111910889,-322.897202,0.010496262,-258.0547815,21.11550345,0.003001465,1.769683212,-0.014888138,-258.2904347,0.230780533,-27.96277338,69.41691945,58.15953816,44.01418436,0.243756195,0.075177902,17.56968953,-338.9362356,0.233730713,-248.8969175,0.079386826,0.001759903,0.04974588,0.192318604,18.24702644,0.033330856,-13.05006889,-0.027285431,0.187768997,0.141081802,0.004996399,26.50341391,29.28027321,7.104863861,0.185660995,0.022819077,-0.020724884,0
80,260.372619,11.20108406,0.033971817,0.191902252,0.057872025,0.050894287,0.112781158,0.047433899,10.04768704,0.231471054,62.79723694,-45.12055232,-237.2045554,0.251188156,0.111999359,-319.0859862,0.010349426,-264.0239361,21.11550345,0.00300148,1.769978317,-0.015132401,-247.6226978,0.23088562,-27.96277338,69.41691945,58.15953816,44.01418436,0.243655411,0.075149918,17.56968953,-344.0518509,0.23336647,-240.7973301,0.079376129,0.0012285,0.049787598,0.192313873,18.24702644,0.033082306,-13.05006889,-0.027285431,0.187792969,0.141102661,0.004996429,26.50341391,29.28027321,7.104863861,0.185675888,0.022795898,-0.020895615,0
81,264.979,12.147365,0.033928619,0.19192453,0.058061539,0.050813095,0.113123764,0.047505035,10.04768704,0.231603363,62.79723694,-45.12055232,-243.2365002,0.251494537,0.112443649,-323.1669932,0.010746338,-258.545714,21.11550345,0.003002274,1.768885956,-0.014161591,-258.3662118,0.23093161,-27.96277338,69.41691945,58.15953816,44.01418436,0.243787369,0.075216293,17.56968953,-340.650687,0.233753723,-249.3026352,0.079347031,0.001332382,0.049731613,0.192350891,18.24702644,0.033105927,-13.05006889,-0.027285431,0.187800369,0.141061905,0.004996704,26.50341391,29.28027321,7.104863861,0.185794678,0.022851212,-0.020438202,0
82,269.8363293,13.10619839,0.033960373,0.191958572,0.058128769,0.051011749,0.112771484,0.047461533,10.04768704,0.231560638,62.79723694,-45.12055232,-238.0427039,0.251298798,0.112395035,-319.8591423,0.010544754,-262.4746523,21.11550345,0.003002243,1.769129257,-0.014995621,-247.6514793,0.230835342,-27.96277338,69.41691945,58.15953816,44.01418436,0.243754791,0.075168732,17.56968953,-341.6671273,0.233481644,-240.3091425,0.079401382,0.001046005,0.049749817,0.192241699,18.24702644,0.033004562,-13.05006889,-0.027285431,0.187739105,0.141100739,0.00499614,26.50341391,29.28027321,7.104863861,0.185677277,0.022822815,-0.020590073,0
83,274.2531184,13.82639016,0.034039978,0.191936798,0.057829681,0.051024628,0.112367508,0.0473853,10.04768704,0.231183929,62.79723694,-45.12055232,-242.8718013,0.251008072,0.112057892,-322.4037162,0.010136017,-259.1908698,21.11550345,0.003001251,1.77008876,-0.016044815,-257.7246019,0.230949326,-27.96277338,69.41691945,58.15953816,44.01418436,0.243747208,0.075085953,17.56968953,-343.1071889,0.232979797,-249.8034582,0.079442795,0.000364441,0.050033768,0.192179169,18.24702644,0.033063492,-13.05006889,-0.027285431,0.187819504,0.141129532,0.004996017,26.50341391,29.28027321,7.104863861,0.185548508,0.022793976,-0.020581924,0
